vehicle_id,last_service_date,mileage_km,engine_hours,vehicle_age_years,fault_code_count,oil_temp_avg_celsius,vibration_level,battery_voltage,engine_load_percent,fuel_efficiency_kmpl,vehicle_type,fuel_type,region,road_condition,weather_condition,maintenance_required,failure_component,time_to_failure_days
1954,2025-09-11 11:24:36.978477,91261.91907904805,1951.0115796980344,10,2,108.37615221580049,0.027607531610516545,12.525943043758756,71.2880437201774,7.111003616913759,Sedan,Diesel,North,Highway,Normal,0,nan,255.25733117731446
1875,2025-11-02 11:24:36.978477,123535.7392648928,2893.6938945713737,3,3,114.21935118096155,0.8078909987472206,11.95645536719202,67.45825668303914,10.751095620328257,Sedan,Petrol,East,None,Rainy,0,nan,109.48084738060874
1762,2026-01-25 11:24:36.978477,163686.71754136897,6168.24443881995,14,2,84.95967516289612,0.3357443830860638,13.406014216123923,66.19519163828791,12.719162990586474,SUV,Electric,North,Urban,Cold,0,nan,166.1931432539225
1178,2025-05-08 11:24:36.978477,124843.65625055875,2401.4134568303098,14,2,83.28433915022477,0.3215899290669123,10.805235022951244,49.16825811330626,12.237618836537155,Truck,Petrol,West,None,Hot,0,nan,78.5407840829017
1181,2025-04-13 11:24:36.978477,106245.29584101298,1933.8612135287897,8,2,112.26157358413357,0.37183029348759833,13.223762119863043,122.99586248053092,20.36019753216752,Sedan,Diesel,South,Rural,Normal,0,nan,236.71380986927196
1663,2025-10-08 11:24:36.978477,67566.3256412402,1460.5258480337475,6,2,99.64741435818736,0.48337669531763733,12.060029404496644,31.382538318264345,16.13865303331856,SUV,Petrol,East,Urban,Cold,0,nan,184.1235963298766
1024,2025-04-18 11:24:36.978477,226959.716477101,7104.6502036526135,12,2,115.62631668504604,0.9230500909043988,10.850119086981021,69.6080104176045,18.020088715715335,Van,Diesel,West,Urban,Normal,0,nan,209.3643303255531
1966,2025-09-27 11:24:36.978477,238166.7345089165,5720.721751082897,10,5,109.1417613177384,0.30694025176687273,11.973863919036772,75.89592741906417,14.772470626796352,Sedan,Petrol,North,Highway,Hot,1,Brake System,24.529203394909626
1179,2025-07-05 11:24:36.978477,159760.13977232546,5648.944409303408,11,1,71.92947946642494,0.7504066728880912,12.778056742206315,77.9456685376017,13.497311845325306,SUV,Electric,North,Highway,Rainy,0,nan,282.61480256511
1709,2025-10-08 11:24:36.978477,126072.97106321636,3712.0270042679635,13,0,114.0901524783357,0.43593950872413156,12.054071670530405,89.27104457418082,14.305421482424912,Van,Diesel,East,Highway,Hot,0,nan,256.340236599746
1500,2025-08-29 11:24:36.978477,129369.69445833196,2781.0865210515226,14,0,96.56566928572211,0.4721394861990551,,73.511987453053,11.802000753459179,Van,Electric,North,Urban,Rainy,0,nan,43.15924900833906
1855,2025-12-22 11:24:36.978477,189931.574488172,5580.932881255603,5,2,95.27536635584836,0.5237123635906799,13.727180396926595,100.03426547900186,12.581220960048261,Sedan,Petrol,South,Highway,Hot,0,nan,207.47159035047994
1160,2025-06-18 11:24:36.978477,201906.92153863632,6863.805604106747,13,3,,0.5650932066911916,14.178049276231087,54.534760399236426,19.58615125519289,SUV,Petrol,West,Urban,Rainy,0,nan,228.92513399481535
1176,2026-02-03 11:24:36.978477,107590.8287088591,4265.392105351918,1,4,94.0619902855978,0.6615850887227681,11.840739488786772,87.15957137877884,10.258419940646125,Truck,Diesel,North,None,Normal,0,nan,214.87008804124358
1284,2025-03-23 11:24:36.978477,204476.49042399414,4848.236997512019,12,4,,0.24633469974583733,13.297696784850157,59.06818559455095,9.941917069102486,Truck,Diesel,West,Urban,Normal,0,nan,208.9614802396706
1062,2025-03-01 11:24:36.978477,176905.33904896188,3272.3818070027833,11,1,111.62170114777925,1.0585301114123509,,55.70283336684661,12.74992782715726,Van,Electric,East,Highway,Cold,0,nan,137.18060440057673
1661,2026-01-26 11:24:36.978477,203433.424506117,5147.087189053504,12,4,88.35705550513471,0.587793811521104,11.228219896961798,83.93765283269174,9.042207872699414,Truck,Petrol,North,Urban,Rainy,0,nan,248.61268139041945
1665,2025-05-11 11:24:36.978477,43893.38329553779,1398.8425713227218,9,4,91.26071684435026,0.34314301970627925,11.237240683965089,58.62077800805788,14.750688403175142,SUV,Electric,West,Highway,Normal,0,nan,237.47335924089128
1155,2025-12-26 11:24:36.978477,114847.79179106146,2952.5067806372904,3,2,101.93092398772328,0.8852516275305005,12.413871380204963,-1.4746626942216636,14.040251411701261,Van,Petrol,South,Urban,Normal,0,nan,279.3982211418304
1881,2025-03-02 11:24:36.978477,129625.9149861154,3010.1800867197594,3,1,115.99595849276143,0.5593342296630736,13.24726631956958,81.20761700117413,18.17478917056615,Van,Diesel,North,Rural,Hot,0,nan,207.10369440745094
1468,2026-01-13 11:24:36.978477,111862.77821529108,2281.0029423081564,2,1,93.99598995597111,0.5537897697593167,11.85964944938865,66.76743496581831,15.862448389861159,Truck,Electric,South,Urban,Cold,0,nan,232.72337013037517
1048,2026-01-05 11:24:36.978477,255039.37964824436,6610.601630872497,4,0,97.39742150101792,0.771042020602531,12.305547621849474,100.75406145296216,,SUV,Petrol,South,Urban,Normal,0,nan,189.1317409352904
1966,2025-10-16 11:24:36.978477,207734.29519137845,3822.9029263262364,12,3,111.81552084205539,0.19970850003853574,12.572298695162958,118.57583643262609,,Van,Diesel,East,Urban,Normal,0,nan,150.15515126054046
1848,2025-07-05 11:24:36.978477,168103.54521409568,5486.354687718258,2,2,101.79472357189734,0.7291994072651085,10.330028754759978,74.61124934748679,15.656024385049996,Van,Electric,East,Highway,Normal,0,nan,208.87502745783988
1083,2025-02-15 11:24:36.978477,149170.39494345523,2869.1149548573935,13,5,100.62898214716517,0.6341399729559082,12.831123493561089,85.6861081293433,10.9159742884131,Truck,Electric,West,Highway,Hot,1,Brake System,26.73994970504632
1360,2025-12-28 11:24:36.978477,122586.36814248555,3820.4066315835985,9,3,60.27010687525221,0.4681438039063842,13.042799743353083,60.312447812407676,,Van,Petrol,South,Highway,Rainy,0,nan,276.81491785630976
1688,2025-12-25 11:24:36.978477,97481.58634364026,2081.1376160509285,12,1,91.42741820791093,0.5342652832279047,13.142513950437598,102.75869934606204,10.853551952026438,SUV,Diesel,East,Urban,Normal,0,nan,72.82775983768569
1147,2025-05-21 11:24:36.978477,263350.9119320738,7963.808560702816,10,2,97.02247576777884,0.4513335062928051,12.73223042098619,70.37827739731479,7.22436730962972,SUV,Diesel,South,None,Rainy,0,nan,192.6250616066229
1629,2025-04-11 11:24:36.978477,126687.66030306945,2717.6359664554097,7,3,96.89894430641336,0.6129175359255866,12.446243395731267,62.316042046833395,10.928619252501377,SUV,Diesel,West,Urban,Normal,0,nan,162.57762512147846
1341,2025-08-06 11:24:36.978477,192535.07494529913,7039.4389661534315,8,4,105.99334304806095,0.6398908019970168,12.54605212390151,83.52488284346327,5.6419959625928415,Truck,Diesel,West,Highway,Normal,0,nan,167.29508465064654
1475,2025-07-18 11:24:36.978477,139421.10002295265,4465.506090882833,3,3,80.3214172840346,0.3536035427718448,13.255911468304227,79.40391917836425,9.238913187059813,Truck,Electric,North,Highway,Rainy,0,nan,131.54637112224543
1062,2026-01-11 11:24:36.978477,112476.70030501098,3018.6141911159343,6,8,82.7219206923986,0.4310479407157949,12.490725773396283,61.575878949785526,15.360898519382769,SUV,Diesel,West,Urban,Cold,0,nan,186.48367116987663
1700,2025-06-01 11:24:36.978477,146497.49464730592,3620.8431655108648,10,4,106.66684506510443,0.1934728272674866,13.03971370030456,83.79352972485837,10.982417267774421,SUV,Diesel,West,Urban,Hot,0,nan,261.1096322007271
1359,2025-09-26 11:24:36.978477,158486.82299857945,4453.311633808857,6,3,108.07342612488237,0.3572191775771816,12.404107744397342,58.81411261230608,18.206784872845862,Truck,Diesel,West,Rural,Rainy,0,nan,186.9206331489443
1560,2025-07-15 11:24:36.978477,111824.8569137971,2649.5334458967336,13,3,82.59049305694346,0.4217661953627726,13.402879735037887,78.45994536722151,12.733879785717763,Truck,Diesel,North,Urban,Normal,0,nan,177.9114456351718
1326,2025-07-15 11:24:36.978477,94122.76291010044,2707.7041918709156,1,2,98.22974933060382,0.12794062459591105,12.211900897856413,41.41795481736717,15.414815386612105,SUV,Petrol,South,Urban,Cold,0,nan,147.36675114575678
1768,2025-06-18 11:24:36.978477,168570.44054026486,3716.8393431368545,6,3,92.07203101823808,0.6736398506575708,13.486520046893578,72.08408008981046,22.41409345660339,Sedan,Diesel,East,Rural,Cold,0,nan,138.70715834912718
1735,2025-12-23 11:24:36.978477,146982.0358981856,3643.9227050646527,13,4,87.26898190727027,0.7355498797546403,11.331876629130562,56.36358199029353,7.612762503956102,Van,Electric,South,Highway,Cold,1,Brake System,30.016192832132923
1140,2025-11-21 11:24:36.978477,100876.53118077097,2185.685072575004,14,3,80.60548308984788,1.0555264934188073,12.651313242648165,51.73267183655213,7.257369639713565,SUV,Diesel,North,Rural,Cold,1,Transmission,10.402631837550315
1989,2025-05-28 11:24:36.978477,83693.87931455563,2206.5718961848515,3,5,84.2383301427176,0.6736585156948313,13.391491851985224,50.6969749992972,10.216175874415098,Truck,Electric,East,None,Rainy,0,nan,365.0
1214,2025-02-04 11:24:36.978477,160956.73008295265,3137.863674484745,11,1,85.14085573329719,0.4211907849747115,12.79359233681501,47.49361634987596,7.8352069074569055,Van,Petrol,North,Highway,Normal,0,nan,184.57151399913087
1434,2025-05-03 11:24:36.978477,24915.160110520446,683.2813623435087,3,4,113.62037372051375,0.5919341835248022,12.782115565395042,74.62535315618841,14.621857999858335,Truck,Electric,East,Highway,Hot,1,Cooling System,25.706736789095658
1890,2025-09-05 11:24:36.978477,124364.01028236432,3631.701134857051,3,1,100.94387323607437,0.6812465416241125,12.879616083755897,80.23219480692777,9.012000115114096,SUV,Diesel,East,Urban,Hot,0,nan,269.500191263575
1951,2025-12-12 11:24:36.978477,148105.29941304043,3550.617200667041,10,5,,0.6664759692407172,12.503551430863862,79.29696380525836,13.668278109490078,Truck,Petrol,North,Highway,Hot,1,Brake System,27.196245863199685
1722,2025-04-07 11:24:36.978477,244260.3429744396,6064.786840583058,11,2,81.56027039579408,0.38820720767195116,12.181431662692955,55.92243246529906,12.539065082606736,Truck,Diesel,South,Urban,Normal,0,nan,265.8085483506776
1317,2025-02-22 11:24:36.978477,140628.8695905947,3468.6399643496584,11,2,110.89700797096882,0.8693965115728246,12.831014439685422,69.9830515165085,19.30141006271719,Truck,Diesel,South,Highway,Rainy,0,nan,221.4583259891742
1031,2025-04-14 11:24:36.978477,121928.51855128274,2494.246812263228,10,5,112.31563550681685,0.7320981255430363,12.919803241811431,76.78780398478466,11.28982414658207,Truck,Diesel,West,Urban,Normal,1,Cooling System,27.26209019941816
1669,2025-12-08 11:24:36.978477,157073.65107953246,3682.1700023097496,11,7,97.94330792816939,0.8021374732915532,11.824785327240823,92.74208345976284,9.788613358564973,Truck,Electric,South,Urban,Rainy,1,Brake System,6.49686468795994
1284,2025-03-22 11:24:36.978477,97007.55465855636,1881.5241637146046,8,1,96.59333018071187,0.8257981364507342,12.965980458130186,110.81558558158048,15.916843983218001,SUV,Diesel,South,None,Hot,1,Battery,6.957844585071513
1304,2025-05-19 11:24:36.978477,126863.82580410333,2911.529830331519,13,3,96.62503976046759,0.7626236201411744,,58.170909321720245,18.005255498084253,Sedan,Petrol,East,Rural,Rainy,1,Brake System,30.449205620689245
1428,2025-01-25 11:24:36.978477,141758.12168706683,5526.409574871821,5,5,103.88483420278234,0.7145406107508696,11.706345997647045,84.67178963842512,19.200366854510246,SUV,Diesel,West,Highway,Normal,1,Battery,15.985938811473156
1476,2025-06-02 11:24:36.978477,177770.74147201536,3478.0758941201034,4,5,77.46787361280632,0.6907059763023397,13.285014243996953,55.900089290160835,15.397862050639608,Van,Diesel,South,Urban,Cold,0,nan,190.37907032750195
1285,2025-09-15 11:24:36.978477,99619.98858292798,1984.7175341978177,13,2,82.223192961311,0.6341720057977818,12.759296454569709,46.61128442742727,16.75334238936252,Sedan,Diesel,East,Rural,Rainy,0,nan,89.66206623654656
1143,2025-07-08 11:24:36.978477,139656.5701458193,5276.930007750075,9,4,85.39887314733629,0.55588465619665,,51.11360636527643,14.5632675376619,SUV,Diesel,East,Rural,Rainy,0,nan,210.01655189903684
1423,2026-01-13 11:24:36.978477,32539.068718467854,1131.4578480609507,9,2,89.36117214925396,0.6271743238367993,12.013460810214097,74.3565450749582,13.600495550425958,Van,Diesel,South,Highway,Hot,0,nan,166.07874318035317
1018,2025-04-08 11:24:36.978477,171000.83115035883,4101.65604946451,1,1,98.66399298359661,0.42183157833689733,,69.06477246789677,,Truck,Diesel,North,Highway,Normal,0,nan,166.98170677391752
1017,2025-12-03 11:24:36.978477,126173.59932758863,4800.107646681758,2,5,107.21257369251147,0.7701832458771785,12.40655256661966,80.80463111301496,20.164577506767362,Van,Diesel,East,Urban,Normal,1,Cooling System,9.94866498275455
1768,2025-05-31 11:24:36.978477,253059.0106385906,6778.056620329794,8,4,106.16712521451238,0.4965255838843384,12.982285163622542,22.787303257002065,11.67024259758673,Truck,Diesel,South,Rural,Hot,0,nan,187.15750086252086
1589,2025-04-06 11:24:36.978477,161080.12106394838,2968.6267682539283,5,6,76.14122754674378,0.48985099622436984,11.800060152398203,71.77161320102955,11.765956815653546,Truck,Diesel,West,Urban,Cold,0,nan,200.7896045190612
1370,2026-01-27 11:24:36.978477,87980.50555762213,2914.8751384027864,7,0,117.69395173231274,0.6076181115880337,12.92687461441371,54.5145373024458,16.175262595589334,Truck,Diesel,West,Rural,Normal,0,nan,227.87996292891583
1174,2025-11-15 11:24:36.978477,74378.84826732865,2385.2466775412863,1,5,121.52941986515494,0.6226050905154261,12.935590454288722,29.99561278549176,14.875482676465584,Van,Petrol,East,Highway,Cold,0,nan,168.7247801040425
1193,2025-04-14 11:24:36.978477,179701.9958742357,3967.767821656733,12,2,114.7091569049461,0.6201596840923708,12.255863267491018,59.2736486625618,19.999325449979125,Sedan,Petrol,North,Highway,Rainy,0,nan,264.98334608504865
1501,2025-03-16 11:24:36.978477,247785.88002742524,9414.590980760731,10,4,86.7242906603265,0.75591452307429,11.644496410495256,62.15260966579547,14.760636869515952,Van,Diesel,West,Urban,Normal,1,Battery,10.761587079428217
1987,2025-02-15 11:24:36.978477,229409.82542958445,4623.279353609624,12,1,89.08998035506625,0.8552862350959491,12.944797979062837,103.52751532244801,15.30097071850028,Truck,Petrol,South,Highway,Rainy,1,Transmission,11.442664165480213
1112,2025-03-21 11:24:36.978477,67238.52514812337,2171.020218427219,5,4,76.09805028153994,0.43811741521069647,13.287865735139158,57.902438058778074,6.658942016711,Truck,Diesel,North,None,Hot,0,nan,119.68439094556378
1113,2026-01-18 11:24:36.978477,152197.6101793701,3716.975708419747,11,6,98.43714625378433,0.5455942610474837,11.504611942422864,55.64251431857038,11.352194544807528,Van,Diesel,West,Urban,Rainy,0,nan,169.6736216986809
1221,2025-05-10 11:24:36.978477,207621.2155412629,6395.646988348337,12,3,98.26583159872872,0.5545784116439251,12.465767059440639,64.74190779209164,16.54572761745597,Van,Diesel,North,Highway,Cold,0,nan,176.81599110453018
1677,2025-05-31 11:24:36.978477,59530.41726755144,1329.7995815726392,3,3,90.63217148145016,0.5977598128402324,12.872373147512267,111.84057800177453,10.959350538267596,Truck,Diesel,West,Urban,Cold,0,nan,177.91354246420775
1946,2025-04-23 11:24:36.978477,202242.03438584722,4745.629419743157,10,0,84.03788653111887,0.6340354827369139,11.620555655283319,111.64967542730416,15.517602016719936,Truck,Diesel,North,Urban,Normal,0,nan,167.8687782447336
1830,2025-03-11 11:24:36.978477,97832.72324702465,1832.3070706185924,12,3,97.66868065384466,0.4050420904344423,13.645152775299596,61.4032126965582,9.531612256838887,Van,Petrol,South,Rural,Normal,0,nan,159.96663163569661
1643,2025-10-17 11:24:36.978477,127071.62385423876,3311.914845236462,12,3,92.97012362368224,0.7307735257161969,13.227542859321648,51.86017490039404,12.397120063609131,Truck,Petrol,East,Highway,Normal,1,Engine,12.523847736472483
1896,2026-01-11 11:24:36.978477,156597.94426198647,3055.7861499104174,14,3,99.67371343182666,0.6491133475716547,12.980101817441827,75.08135063564592,20.15682365166211,Van,Diesel,North,Urban,Hot,0,nan,215.47974465622465
1263,2026-02-13 11:24:36.978477,204098.93220115168,4827.926608492683,2,4,113.74041062602421,0.46927177430748945,12.733425406069362,59.74616140232817,10.757317031571441,Sedan,Diesel,North,None,Cold,0,nan,283.77966631773154
1924,2025-07-18 11:24:36.978477,231914.4097709454,4422.987802771581,2,1,103.03085104394435,0.6924021936024835,,102.8956760424098,12.199391003528474,Truck,Diesel,East,Urban,Rainy,0,nan,311.883503513717
1054,2026-02-11 11:24:36.978477,120624.00352612125,3573.5509316277567,9,5,97.91027115445003,0.5127853298698675,12.194196960080745,100.25031414240375,18.17758358590447,Van,Diesel,South,Rural,Hot,1,Transmission,14.235837271709073
1870,2025-11-29 11:24:36.978477,111221.61525204417,2680.501942068625,13,4,97.37609284684726,0.6083096307277455,11.22704731292929,54.66678155461866,9.019986161019604,Sedan,Diesel,North,Urban,Hot,1,Transmission,21.739822668921132
1642,2025-01-24 11:24:36.978477,107226.29787694907,2921.626698339933,4,1,82.54464729257717,0.4491973654264184,,68.43327638853172,17.482116602845807,Sedan,Diesel,East,Rural,Cold,0,nan,97.64593813719274
1799,2025-02-27 11:24:36.978477,186775.05476978217,6923.51306479542,4,3,,0.7504777353620103,12.776370677296045,67.36724583794006,17.415863532908833,Truck,Diesel,West,Highway,Rainy,0,nan,169.29594715810333
1777,2025-02-25 11:24:36.978477,199733.34779811263,4729.882314770323,7,2,98.73533377132708,0.5723912146286887,12.578135143356702,63.305811140099976,18.53649758236243,Truck,Diesel,North,Urban,Hot,0,nan,166.22930693064308
1457,2025-05-11 11:24:36.978477,193664.83015608002,3966.3591272773706,10,1,106.06809355267727,0.6591937867781833,12.001677866677346,71.7355036970181,15.839612119818378,Van,Electric,West,Urban,Hot,0,nan,202.87607415358
1978,2025-09-21 11:24:36.978477,156187.35919363296,3746.7483431431265,10,2,103.04664527855026,0.7070765221098152,12.555629438610527,58.212268042718996,7.856957075637822,Sedan,Diesel,East,Rural,Hot,0,nan,265.4690905153245
1877,2026-02-14 11:24:36.978477,162106.8217337746,4856.367140872325,13,3,91.89764663486933,0.7631103697874406,12.914210344716428,88.25183656715174,21.82621614331216,SUV,Petrol,North,Urban,Cold,1,Transmission,14.000476127802338
1161,2025-10-07 11:24:36.978477,126177.87096321287,3833.46088695979,2,2,111.48991522077974,0.8016387983012634,11.72532108294986,97.62697357916996,18.09273752718037,SUV,Diesel,West,Urban,Hot,0,nan,161.5044750322731
1379,2025-09-23 11:24:36.978477,131773.71547457384,4100.609144051704,3,4,71.60914218886528,0.759848227166714,13.624998990480996,88.24288675730057,19.18424695057243,Van,Diesel,South,Urban,Rainy,0,nan,275.5453418319705
1992,2025-02-06 11:24:36.978477,191238.41242868121,3516.126280440659,3,5,101.82222711697123,0.645185784456679,12.367653300765577,54.38036424510463,2.8108954251538556,SUV,Diesel,West,Urban,Normal,0,nan,139.6392772226842
1086,2025-08-06 11:24:36.978477,155857.5167189079,4215.032607947576,6,2,83.53860822688915,0.6424478752900367,12.568131588367603,69.57162478324734,10.390380075607226,Truck,Diesel,East,Urban,Rainy,0,nan,151.10782451672833
1054,2025-06-11 11:24:36.978477,111610.03612838541,3234.5022782441038,3,2,113.38215721516285,0.4429256382906793,12.241816065204647,72.4090547660767,18.323176828420262,Van,Petrol,East,Highway,Normal,0,nan,231.44193867992428
1475,2025-07-17 11:24:36.978477,205959.5966876507,5484.3522621066395,11,1,106.88985768302274,0.7506309733065568,12.567349465817413,80.60238917019065,11.173391483091097,SUV,Electric,West,Urban,Normal,0,nan,222.45806196012344
1799,2025-08-13 11:24:36.978477,103529.86612868967,3635.9518262722113,5,4,,0.2887961283254211,10.864858027950795,55.41574454458859,14.139252983770424,Van,Electric,South,Urban,Hot,0,nan,249.47987213432782
1177,2025-07-13 11:24:36.978477,148741.86692403333,4816.678920980851,4,4,,0.7466502585827524,12.150291352009122,57.079264923265505,12.336826922933456,Sedan,Petrol,North,Rural,Normal,0,nan,212.18399282023003
1390,2025-01-19 11:24:36.978477,65598.72622308152,1629.0913539103205,3,2,74.2090939918142,0.44660091162107485,11.75203058284507,66.47105731593405,23.665440606280086,Truck,Diesel,South,Highway,Normal,0,nan,166.50604967522236
1348,2025-05-04 11:24:36.978477,83251.94410405715,1700.2193127944215,8,3,104.0972276637001,0.8896004283441703,12.646177946315504,60.06127336370773,11.180789975600698,Van,Petrol,North,Urban,Normal,0,nan,278.618152871074
1007,2025-01-25 11:24:36.978477,141146.32251752025,2751.7764789950043,14,4,100.42931884428567,0.6910785605163233,12.326401595423599,96.90055104659157,19.97663160494884,Truck,Diesel,South,Urban,Normal,1,Brake System,19.46622630717424
1832,2025-04-14 11:24:36.978477,98225.40677354019,1926.7612249983924,10,0,,0.6495531610376216,11.669847593060535,100.06506362911216,16.67499455301919,Truck,Petrol,East,Urban,Hot,0,nan,82.10966098739634
1312,2025-02-09 11:24:36.978477,126250.96045822148,2366.7975591079758,3,3,,0.6083359724323253,11.866345992364762,84.31058518038384,,SUV,Electric,South,Urban,Hot,0,nan,229.80400931349226
1758,2025-10-02 11:24:36.978477,212796.19885921426,7395.652911197504,6,4,85.15827946782561,0.8479840594114145,12.029308866412997,77.82023757489438,,SUV,Diesel,East,None,Rainy,1,Battery,22.183626635137966
1834,2025-02-05 11:24:36.978477,132514.6184966538,5052.196811944563,13,1,103.81590008685274,0.4349945432216207,12.689189766180984,90.66364837304364,6.8800398364668025,Van,Petrol,East,Urban,Rainy,0,nan,181.85066361358454
1983,2025-05-22 11:24:36.978477,193990.95404942954,6885.964469065606,7,3,110.31333374437637,0.7192746897842126,,69.53618835778262,9.164037987076009,Van,Petrol,East,Rural,Cold,0,nan,211.85596118354036
1982,2025-01-23 11:24:36.978477,93157.24918863377,2165.3263387885922,7,2,90.8211071913659,0.7282727077497505,11.506051327679451,83.29503334640079,10.212252477184077,Truck,Petrol,North,Highway,Hot,0,nan,294.6683430018215
1442,2025-11-26 11:24:36.978477,172934.26003876567,4148.7392228891185,2,1,98.44936008217611,0.6098469474558267,13.282748317312329,35.78004187331515,14.016746962318921,Van,Diesel,North,Urban,Hot,0,nan,229.13054306902586
1766,2025-12-27 11:24:36.978477,79988.55632570214,1772.1557365710005,14,2,104.39041654049788,0.5847629955881856,12.753032091086023,75.29272311811515,13.164897622259947,SUV,Diesel,North,None,Cold,0,nan,192.93122961764382
1327,2025-07-06 11:24:36.978477,125013.14088904289,3459.832075021145,3,3,113.54683065341203,0.8905944195911435,12.111721652025366,75.91839746675137,,Truck,Diesel,East,Urban,Cold,1,Transmission,33.37780345863933
1053,2025-07-12 11:24:36.978477,175369.6405620601,4772.266332630655,12,4,76.33377301504339,0.4054799476526213,12.026247339316686,53.0492817221563,14.91879309323756,Truck,Diesel,South,Rural,Cold,0,nan,121.93285594141477
1760,2025-10-29 11:24:36.978477,140765.43374332305,3402.8228748628853,10,0,92.45147424774072,0.2769361027063839,12.685682630656476,88.59548317070272,13.476570157201044,Truck,Diesel,West,Highway,Cold,0,nan,312.55096263513883
1238,2026-01-14 11:24:36.978477,196538.0433621445,7180.341832435931,10,0,76.73280731725515,0.5807135267507807,13.046934075261587,51.991611112378045,8.643946847744438,Truck,Petrol,East,Highway,Rainy,0,nan,262.275977241785
1228,2025-07-19 11:24:36.978477,180050.8541238309,3674.7948371535276,4,3,100.51774984737798,0.5678375278911464,13.709509977742929,43.739862810472395,18.60095845926573,SUV,Diesel,South,Rural,Normal,0,nan,323.2277698090746
1578,2025-09-16 11:24:36.978477,121495.6910396752,2306.0482905968265,7,2,77.62938057973659,0.6073653267086878,12.574536590524112,84.48982036920053,8.335305045914478,Van,Diesel,West,Highway,Rainy,0,nan,213.24810928288966
1050,2025-12-04 11:24:36.978477,217816.9023686581,5947.973368651195,2,0,94.99489220221328,0.48600138240685015,13.502574178021618,74.62286469495507,7.078963507958029,Truck,Diesel,West,Highway,Cold,0,nan,242.31811272319732
1608,2025-06-23 11:24:36.978477,166178.30424780748,3521.6838459302294,3,3,,0.6012752341516187,,70.5433479821653,17.68622355034814,SUV,Petrol,West,Rural,Hot,0,nan,176.42498686292205
1603,2025-03-03 11:24:36.978477,125378.64662349333,3023.7193008960426,7,3,85.28460533612774,0.3115271778686462,,66.20987666883964,24.58873592737059,Truck,Diesel,South,Urban,Rainy,0,nan,203.3212035262768
1263,2025-06-16 11:24:36.978477,148745.97081762436,4636.682523143959,7,5,107.02056773566612,1.05796255902215,12.54939288537421,87.41783888286552,18.492010703450212,Van,Diesel,South,Highway,Cold,1,Battery,28.650241660025415
1417,2026-01-10 11:24:36.978477,145455.09505137926,5380.463557097397,10,1,97.81533386288737,0.3839409827659438,12.582409148524263,52.84635201958722,,Truck,Petrol,South,Rural,Cold,0,nan,243.68047811699847
1802,2025-10-28 11:24:36.978477,152095.53958479222,4697.646264384278,3,6,95.5628621076347,0.7037022217431466,,80.15061014593623,15.3499757392363,Van,Diesel,North,Urban,Cold,1,Transmission,27.177855843767034
1095,2025-12-28 11:24:36.978477,131494.4405033358,3047.5786914605405,12,2,86.68537437547967,0.5814997995963034,12.176792622251536,47.58234228862054,,SUV,Diesel,North,Highway,Hot,0,nan,170.11574374277558
1087,2025-06-05 11:24:36.978477,162351.6629783192,6194.998439489585,1,4,92.63255636026788,0.6008747314378056,13.774950783474546,63.95764298112255,,Truck,Petrol,South,Highway,Hot,0,nan,324.2565283447807
1077,2025-07-24 11:24:36.978477,187389.18221073423,3741.3692968935666,12,3,84.09837647354254,0.47714122510948154,13.042786458398584,79.37299201004807,16.543330844353243,Van,Diesel,North,Urban,Cold,1,Cooling System,35.65078895070759
1287,2025-02-17 11:24:36.978477,165533.835290519,3059.2557033422504,3,2,91.23984397349341,0.7605777599570697,11.311773723922945,65.90362884574859,12.026355439479879,SUV,Diesel,North,Urban,Rainy,0,nan,290.165296540258
1119,2025-08-08 11:24:36.978477,163491.7079716453,5944.059881131118,5,0,95.14157158694374,0.531805493955142,11.931447145673673,75.38128600145536,9.949869973207665,SUV,Diesel,East,Rural,Cold,0,nan,184.49556620526178
1813,2025-05-13 11:24:36.978477,133959.2564373761,4134.425267594901,7,3,126.11530520064352,0.5584555900101541,13.021915721638175,83.99019476054066,14.347891730880978,SUV,Petrol,East,Highway,Normal,0,nan,240.64215063066757
1490,2025-10-07 11:24:36.978477,86835.06270624991,1918.20111935068,4,4,94.08289482485563,0.39323492779472835,13.54112525615904,74.73509523906874,11.566996182711373,Van,Diesel,North,Highway,Cold,1,Engine,2.312035249018649
1911,2026-02-19 11:24:36.978477,72239.33391207585,1468.8042808124621,13,1,86.47237486528932,0.8866202805047476,13.572566733440143,61.13878927093389,13.719279335099424,Truck,Diesel,South,Urban,Hot,0,nan,102.61536214767575
1451,2025-05-08 11:24:36.978477,97545.41980152676,2757.0918172501956,13,4,79.56502770040693,0.5466822865907054,12.502988156005118,49.63407536849086,,Truck,Diesel,North,Urban,Hot,0,nan,249.98692210902763
1499,2025-10-09 11:24:36.978477,114919.76203953582,2840.5301355676074,11,4,102.67202482651903,0.4778414181764935,12.566354534230442,63.00122208466156,14.555065358006395,Van,Electric,East,Highway,Rainy,1,Battery,25.35204472327736
1164,2025-05-07 11:24:36.978477,240307.48338287708,4643.373238759138,11,5,82.45035246311127,0.602478240048701,12.638070946341411,105.36811104959818,7.801577080651867,Truck,Diesel,East,Rural,Cold,1,Engine,18.563196912529403
1181,2025-09-25 11:24:36.978477,215099.69272840008,5887.988218708878,1,4,99.56667343278438,1.0165254986673176,13.444757383646873,51.977824997240944,12.264933412845547,Van,Diesel,North,Highway,Cold,0,nan,215.5455660346668
